title,url,price,email,posting_id,location,date,housing
LEE & MILES HUGE RANCH WITH BEAUTIFULLY FINISHED BASEMENT,http://cleveland.craigslist.org/apa/4946590671.html,$795,czbmj-4946590671@hous.craigslist.org,4946590671, (177),2015-03-30 10:53,/ 3br - 1330ft
1BR/1BA W/ DEN HOME WITH A PRIVATE PATIO AND GARAGE,http://cleveland.craigslist.org/apa/4955750305.html,$935,nsmrz-4955750305@hous.craigslist.org,4955750305," (North Olmsted, OH)",2015-03-30 10:53,/ 1br - 944ft
Water Included!,http://cleveland.craigslist.org/apa/4955780026.html,$700,7stjk-4955780026@hous.craigslist.org,4955780026, (Garfield Heights),2015-03-30 10:53,/ 3br - 1000ft
LEE & MILES 3 BDRM HOUSE WITH HUGE FINISHED BASEMENT REC ROOM,http://cleveland.craigslist.org/apa/4950078134.html,$795,fhhkk-4950078134@hous.craigslist.org,4950078134, (GLENDALE),2015-03-30 10:55,/ 3br - 1316ft
Westbrook One Bedroom Available,http://cleveland.craigslist.org/apa/4935998803.html,$590,,4935998803, (Brooklyn),2015-03-30 10:59,/ 1br - 601ft
Westbrook One Bedroom Available,http://cleveland.craigslist.org/apa/4936004126.html,$590,,4936004126, (Brooklyn),2015-03-30 10:59,/ 1br - 601ft
RARE ONE BEDROOM AVAILABLE AT KINGSTON SQUARE - MUST SEE!,http://cleveland.craigslist.org/apa/4955745625.html,$560,q4bmj-4955745625@hous.craigslist.org,4955745625," (Lorain, OH)",2015-03-30 11:00,/ 1br - 650ft
Cleveland Heights House for Rent,http://cleveland.craigslist.org/apa/4928552574.html,$1275,hfzw6-4928552574@hous.craigslist.org,4928552574, (Cedar Road and Cottage Grove),2015-03-30 11:00,/ 3br - 1600ft
GREAT VALUE/GREAT LOCATION!,http://cleveland.craigslist.org/apa/4944600986.html,$590,k4zkb-4944600986@hous.craigslist.org,4944600986, (SHAKER HEIGHTS),2015-03-30 11:02,/ 1br - 680ft
"Oak Floors, New Paint,Coin Op Laundry, Garage, Nob",http://cleveland.craigslist.org/apa/4919931771.html,$575,tntvr-4919931771@hous.craigslist.org,4919931771," (Cleveland Heights,)",2015-03-30 11:03,/ 2br - 
"Brick Tudor, Oak floors, Large rear Yard, Garage, Hospitals, Sherbrook",http://cleveland.craigslist.org/apa/4917382667.html,$725,vs6d3-4917382667@hous.craigslist.org,4917382667, (South Euclid),2015-03-30 11:06,/ 2br - 
"Ranch, Pepper Pike, Glamour Kitchen- Baths, Air Conditioning, Boling",http://cleveland.craigslist.org/apa/4935208659.html,$2355,8s4vf-4935208659@hous.craigslist.org,4935208659, (Pepper Pike),2015-03-30 11:06,/ 3br - 
Huge Duplex,http://cleveland.craigslist.org/apa/4955802989.html,$1250,ktctt-4955802989@hous.craigslist.org,4955802989, (Tremont),2015-03-30 11:06,/ 3br - 1600ft
ONE BEDROOMS WITH FIRST MONTH FREE! OUR GIFT TO YOU!!,http://cleveland.craigslist.org/apa/4926919513.html,$612,djhrm-4926919513@hous.craigslist.org,4926919513, (Bedford Hts),2015-03-30 11:06,/ 1br - 633ft
Rocky River - 2 BR Quiet Street,http://cleveland.craigslist.org/apa/4936250414.html,$650,9sxq7-4936250414@hous.craigslist.org,4936250414, (680 Smith Court),2015-03-30 11:09,/ 2br - 726ft
"Must See, Fully Remodeled, Great Location",http://cleveland.craigslist.org/apa/4955806928.html,$1350,vm284-4955806928@hous.craigslist.org,4955806928," (Lakewood, Ohio)",2015-03-30 11:09,/ 3br - 2000ft
1 Bedroom- Rocky River- Quiet Street,http://cleveland.craigslist.org/apa/4936197405.html,$550,2mrbd-4936197405@hous.craigslist.org,4936197405, (Rocky River),2015-03-30 11:09,/ 1br - 554ft
2 BR near Ursuline College,http://cleveland.craigslist.org/apa/4934608140.html,$725,xfj53-4934608140@hous.craigslist.org,4934608140, (27621 Chagrin Blvd.),2015-03-30 11:09,/ 2br - 735ft
Executive Club Apt. Orange Schools!,http://cleveland.craigslist.org/apa/4934586834.html,$675,cddq8-4934586834@hous.craigslist.org,4934586834, (3434 East Brainard Rd.),2015-03-30 11:09,/ 2br - 697ft
Executive Club 1 Bedroom near Eaton World Head Quarters,http://cleveland.craigslist.org/apa/4934580245.html,$695,gbdbk-4934580245@hous.craigslist.org,4934580245, (Woodmere),2015-03-30 11:09,/ 2br - 697ft
Close to University Circle! Fairhill Apt.,http://cleveland.craigslist.org/apa/4924366317.html,$650,fvns7-4924366317@hous.craigslist.org,4924366317, (12700 Fairhill Rd.),2015-03-30 11:09,/ 1br - 535ft
► ► CHARMING BUNGALOW IN EUCLID,http://cleveland.craigslist.org/apa/4939819945.html,$795,zv48p-4939819945@hous.craigslist.org,4939819945, (246),2015-03-30 11:09,/ 3br - 1145ft
FULL GREEN REHAB IN AN OPEN SPACIOUS HOME,http://cleveland.craigslist.org/apa/4939834769.html,$695,wmqps-4939834769@hous.craigslist.org,4939834769, (E160),2015-03-30 11:09,/ 3br - 1252ft
"North Park Terrace Apartments Walk to JCU- 2 BR, 1 BA",http://cleveland.craigslist.org/apa/4924411157.html,$875,xb3ms-4924411157@hous.craigslist.org,4924411157," (Shaker Heights, OH)",2015-03-30 11:09,/ 2br - 1030ft
SHAKER SQUARE AREA near Colleges and Hospitals,http://cleveland.craigslist.org/apa/4926504250.html,$650,dpngd-4926504250@hous.craigslist.org,4926504250, (2920 Van Aken Boulevard),2015-03-30 11:09,/ 1br - 765ft
Shaker Hts.-Van Aken Villas on RTA blue line,http://cleveland.craigslist.org/apa/4924465001.html,$695,8cwcf-4924465001@hous.craigslist.org,4924465001," (16211 Van Aken Blvd., Shaker Hts.)",2015-03-30 11:10,/ 2br - 948ft
St. Regis-Coventry Village-HUGE 3BR,http://cleveland.craigslist.org/apa/4924486549.html,$1195,swcmf-4924486549@hous.craigslist.org,4924486549, (2765 Euclid Hts. Blvd.),2015-03-30 11:10,/ 3br - 1992ft
Brick Beauty on e 246,http://cleveland.craigslist.org/apa/4940568412.html,$795,9jm52-4940568412@hous.craigslist.org,4940568412, (euclid),2015-03-30 11:10,/ 3br - 1145ft
University Hts. walk to Cedar Center! Wrenford Hall,http://cleveland.craigslist.org/apa/4924477428.html,$750,zkdgh-4924477428@hous.craigslist.org,4924477428," (14250 Cedar Rd., University Hts.)",2015-03-30 11:10,/ 2br - 1032ft
"Van Aken Villas- Close to CCF, UHHS, CWR, CSU",http://cleveland.craigslist.org/apa/4924462033.html,$595,kjwzd-4924462033@hous.craigslist.org,4924462033, (16211 Van Aken Blvd.),2015-03-30 11:10,/ 1br - 835ft
Van Aken Villas on RTA blue line,http://cleveland.craigslist.org/apa/4924440535.html,$595,kg6ff-4924440535@hous.craigslist.org,4924440535, (16211 Van Aken Blvd.),2015-03-30 11:10,/ 1br - 835ft
Van Aken Villas on RTA blue line near University's,http://cleveland.craigslist.org/apa/4914025704.html,$695,fkfkq-4914025704@hous.craigslist.org,4914025704," (16211 Van Aken Blvd., Shaker Hts.)",2015-03-30 11:10,/ 2br - 948ft
University Hts. walk to Cedar Center! Wrenford Hall,http://cleveland.craigslist.org/apa/4914040063.html,$750,hvgwh-4914040063@hous.craigslist.org,4914040063," (14250 Cedar Rd., University Hts.)",2015-03-30 11:11,/ 2br - 1032ft
St. Regis-Coventry Village-LG 3BR,http://cleveland.craigslist.org/apa/4918383309.html,$1195,jrgwc-4918383309@hous.craigslist.org,4918383309, (2765 Euclid Hts. Blvd.),2015-03-30 11:11,/ 3br - 1992ft
Close to University Circle! Fairhill Apt.,http://cleveland.craigslist.org/apa/4921065926.html,$650,dcp4p-4921065926@hous.craigslist.org,4921065926, (12700 Fairhill Rd.),2015-03-30 11:11,/ 1br - 535ft
St. Regis-Coventry Village-LG 3BR,http://cleveland.craigslist.org/apa/4914036497.html,$1195,hwnv6-4914036497@hous.craigslist.org,4914036497, (2765 Euclid Hts. Blvd.),2015-03-30 11:11,/ 3br - 1992ft
Van Aken Villas on RTA blue line near University's,http://cleveland.craigslist.org/apa/4918349617.html,$695,n7nmj-4918349617@hous.craigslist.org,4918349617," (16211 Van Aken Blvd., Shaker Hts.)",2015-03-30 11:11,/ 2br - 948ft
1 bdrm Avail Landlord Pays Utilities except phone and cable Adrianna,http://cleveland.craigslist.org/apa/4955796222.html,$675,bzgh3-4955796222@hous.craigslist.org,4955796222, (11733 Edgewater Dr),2015-03-30 11:12,/ 1br - 650ft
1 Bdrm Avail Free HEAT!!!!! Executive House,http://cleveland.craigslist.org/apa/4955797158.html,$655,j3rdw-4955797158@hous.craigslist.org,4955797158, (Executive House 11843 Edgewater Drive),2015-03-30 11:13,/ 1br - 650ft
1 Jr 1 Bdrm Avail at Executive House,http://cleveland.craigslist.org/apa/4955793237.html,$540,mnkcs-4955793237@hous.craigslist.org,4955793237, (Executive House 11839 Clifton Blvd),2015-03-30 11:14,/ 1br - 550ft
Lease to own.,http://cleveland.craigslist.org/apa/4922333197.html,$878,qdxtn-4922333197@hous.craigslist.org,4922333197, (South Euclid),2015-03-30 11:17,/ 3br - 1919ft
Affordable! Available! Attractive!,http://cleveland.craigslist.org/apa/4938017494.html,$1395,pjz3w-4938017494@hous.craigslist.org,4938017494, (Cleveland Heights),2015-03-30 11:17,/ 4br - 2200ft
Great place to Rent!!!,http://cleveland.craigslist.org/apa/4955822065.html,$1100,bpzxs-4955822065@hous.craigslist.org,4955822065, (cleveland heights),2015-03-30 11:17,/ 3br - 1600ft
1 Bdrm Coming Avail Executive House,http://cleveland.craigslist.org/apa/4955792130.html,$695,qkm2g-4955792130@hous.craigslist.org,4955792130, (Executive House 11839 Clifton Blvd),2015-03-30 11:19,/ 1br - 750ft
1 BDRM CONDO FOR RENT,http://cleveland.craigslist.org/apa/4955757923.html,$850,,4955757923, (WESTLAKE),2015-03-30 11:22,/ 1br - 682ft
1 Bdrm Avail Georgian Manor,http://cleveland.craigslist.org/apa/4955798492.html,$685,98mgf-4955798492@hous.craigslist.org,4955798492, (Georgian Manor 11741 Edgewater Drive),2015-03-30 11:24,/ 1br - 750ft
"PARKVIEW MANOR!! - Free Heat, Water, and Parking!! Great Location!!",http://cleveland.craigslist.org/apa/4946759342.html,$729,3jxfv-4946759342@hous.craigslist.org,4946759342," (Fairview Park, Ohio)",2015-03-30 11:24,/ 2br - 900ft
Spacious 3 Bedroom 2 Bath Units-NEWLY RENOVATED!!!,http://cleveland.craigslist.org/apa/4917342170.html,$950,kbhjj-4917342170@hous.craigslist.org,4917342170, (Harbor Crest Apartments),2015-03-30 11:24,/ 3br - 1239ft
BEAUTIFUL 1 BEDROOM 1 BATHROOM SUITES WITH UPGRADES AVAILABLE NOW!!!,http://cleveland.craigslist.org/apa/4917393863.html,$541,qwrqq-4917393863@hous.craigslist.org,4917393863, (Harbor Crest),2015-03-30 11:24,/ 1br - 520ft
SPACIOUS 1 BEDROOM 1 BATH-NEWLY RENOVATED!!!,http://cleveland.craigslist.org/apa/4925930398.html,$576,vvh5g-4925930398@hous.craigslist.org,4925930398, (Harbor Crest),2015-03-30 11:24,/ 1br - 750ft
2 Bedroom Units Several Styles Available NOW!,http://cleveland.craigslist.org/apa/4915915296.html,$751,w84rz-4915915296@hous.craigslist.org,4915915296, (Harbor Crest),2015-03-30 11:24,/ 2br - 940ft
1 Bedroom 1 Bath Super Deluxe!!! STUNNING VIEWS!!!,http://cleveland.craigslist.org/apa/4915469858.html,$693,kmv3g-4915469858@hous.craigslist.org,4915469858, (Harbor Crest Apartments),2015-03-30 11:25,/ 1br - 840ft
2 BEDROOM 1 BATHROOM UPGRADED-AVAILABLE NOW!!!,http://cleveland.craigslist.org/apa/4917484226.html,$717,h9vxg-4917484226@hous.craigslist.org,4917484226, (Harbor Crest),2015-03-30 11:25,/ 2br - 940ft
South Euclid Brick Ranch,http://cleveland.craigslist.org/apa/4915858352.html,$975,n8hvx-4915858352@hous.craigslist.org,4915858352, (4306 Swaffield),2015-03-30 11:26,/ 3br - 1178ft
2bedroom 1bathroom Luxury- Stainless Steel Appliances,http://cleveland.craigslist.org/apa/4955839589.html,$975,n7rjb-4955839589@hous.craigslist.org,4955839589, (Medina),2015-03-30 11:27,/ 2br - 1000ft
Western Lakewood 3 Bedroom Colonial,http://cleveland.craigslist.org/apa/4951411031.html,$1275,5pxrg-4951411031@hous.craigslist.org,4951411031, (1655 Larchmont),2015-03-30 11:27,/ 3br - 
Bargain hunter's treasure!,http://cleveland.craigslist.org/apa/4955840177.html,$1295,fqhnc-4955840177@hous.craigslist.org,4955840177, (cleveland heights),2015-03-30 11:27,/ 4br - 2200ft
KEYWAY MOVING SERVICE CALL NOW,http://cleveland.craigslist.org/apa/4952809007.html,$275,rtfxg-4952809007@hous.craigslist.org,4952809007, (Mayfield),2015-03-30 11:30,/ 4br - 
Awesome Renovated/Upgraded Spacious Tremont 2BR/LR/DR w/HiEff Furnace,http://cleveland.craigslist.org/apa/4952137147.html,$679,x7tkf-4952137147@hous.craigslist.org,4952137147, (Cleveland (Tremont)),2015-03-30 11:30,/ 2br - 1200ft
Awesome Remodeled Nottingham Village 3BR/DR/2BA/Hi Eff Furnace/2 Car G,http://cleveland.craigslist.org/apa/4911846644.html,$725,6dzn7-4911846644@hous.craigslist.org,4911846644, (Cleveland (Nottingham Village)),2015-03-30 11:31,/ 3br - 
$730 UPGRADED 1 BEDROOM READY FOR YOU,http://cleveland.craigslist.org/apa/4955835923.html,$730,d4hsw-4955835923@hous.craigslist.org,4955835923, (NORTH OLMSTED),2015-03-30 11:32,/ 1br - 650ft
"Gorgeous! Remodeled 3BR/LR/DR in heart of ""Downtown"" Willoughby",http://cleveland.craigslist.org/apa/4955850931.html,$1149,f7ppc-4955850931@hous.craigslist.org,4955850931, (Willoughby (Downtown HistoricWilloughby)),2015-03-30 11:33,/ 3br - 
VERY LARGE 1 & 2 BEDROOM. READY NOW FOR MOVE IN. !!!!!!!!!!!!!!!!!,http://cleveland.craigslist.org/apa/4955820016.html,$674,kccv5-4955820016@hous.craigslist.org,4955820016, (NORTH OLMSTED),2015-03-30 11:33,/ 1br - 700ft
Must see Rental!!!,http://cleveland.craigslist.org/apa/4955851643.html,$1075,mzk59-4955851643@hous.craigslist.org,4955851643, (cleveland heights),2015-03-30 11:33,/ 3br - 1650ft
"Air Conditioning, Great Views, Beautifully Landscaped",http://cleveland.craigslist.org/apa/4931534735.html,$729,gb43w-4931534735@hous.craigslist.org,4931534735," (5999 Bear Creek Drive Bedford Heights, OH 44146)",2015-03-30 11:34,/ 2br - 900ft
TWO BEDROOM THREE BALCONY ON THE LAKE!,http://cleveland.craigslist.org/apa/4955836152.html,$1049,cqpbn-4955836152@hous.craigslist.org,4955836152," (Sheffield Lake, Avon, Avon Lake)",2015-03-30 11:38,/ 2br - 1400ft
3-bedroom house,http://cleveland.craigslist.org/apa/4952965687.html,$825,szr8x-4952965687@hous.craigslist.org,4952965687, (cleveland west),2015-03-30 11:38,/ 2br - 
Absolutely Gorgeous/Roomy/Renovated Tremont 2BR w/LOADS of Room+Charm,http://cleveland.craigslist.org/apa/4915412956.html,$699,t5grn-4915412956@hous.craigslist.org,4915412956, (Cleveland (Tremont!!!)),2015-03-30 11:39,/ 2br - 
"DRAMATIC RENOVATIONS, Spacious closets",http://cleveland.craigslist.org/apa/4955756089.html,$1500,qpbhk-4955756089@hous.craigslist.org,4955756089, (University Heights),2015-03-30 11:40,/ 3br - 1750ft
1 bd up w.45 & Denison,http://cleveland.craigslist.org/apa/4948748944.html,$385,bswrq-4948748944@hous.craigslist.org,4948748944, (3633 w.45),2015-03-30 11:41,/ 1br - 400ft
apartments (east side),http://cleveland.craigslist.org/apa/4955830820.html,$550,a1americandreams@gmail.com,4955830820, (Cleveland),2015-03-30 11:42,/ 2br - 
Renting Beautiful 1 bed 1.5 bath Home Right Away,http://cleveland.craigslist.org/apa/4955697331.html,$550,cw24g-4955697331@hous.craigslist.org,4955697331, (Parma),2015-03-30 11:43,/ 1br - 975ft
"2 Bedroom - Beautifully Landscaped, Cable Ready",http://cleveland.craigslist.org/apa/4955875212.html,$709,dcczs-4955875212@hous.craigslist.org,4955875212," (5999 Bear Creek Drive Bedford Heights, OH 44146)",2015-03-30 11:45,/ 2br - 900ft
Executive 1 bedroom apartments at 118Flats!,http://cleveland.craigslist.org/apa/4951931057.html,$1750,hpxw4-4951931057@hous.craigslist.org,4951931057," (1645 East 118th Street, Apt. O)",2015-03-30 11:46,/ 1br - 900ft
Executive 1 bedroom apartment at 118Flats!,http://cleveland.craigslist.org/apa/4951929800.html,$1750,dhhsr-4951929800@hous.craigslist.org,4951929800," (1645 East 118th Street, Apt. M)",2015-03-30 11:46,/ 1br - 900ft
Prestigious 2BR Luxury Apartment available at Hazel8!,http://cleveland.craigslist.org/apa/4951791333.html,$2750,4rznw-4951791333@hous.craigslist.org,4951791333," (1608 Hazel Drive, Apt. A)",2015-03-30 11:46,/ 2br - 1403ft
NICE TWO BEDROOM WITH TWO BALCONIES!,http://cleveland.craigslist.org/apa/4955857163.html,$1050,286v4-4955857163@hous.craigslist.org,4955857163," (SHEFFIELD LAKE,AVON, AVON LAKE)",2015-03-30 11:47,/ 2br - 1225ft
Quiet and Spacious Apartment in the Heart of Coventry,http://cleveland.craigslist.org/apa/4944990646.html,$995,7qvfg-4944990646@hous.craigslist.org,4944990646, (Coventry/Cle Hts),2015-03-30 11:47,/ 2br - 
185th. Street off St. Clair,http://cleveland.craigslist.org/apa/4950703413.html,$750,,4950703413, (Cleveland),2015-03-30 11:48,/ 4br - 
E. 214th off Lakeshore!,http://cleveland.craigslist.org/apa/4951357353.html,$1000,,4951357353, (Euclid),2015-03-30 11:48,/ 4br - 
Newly Remodeled Apartment Home with Brand New Kitchen Appliances!,http://cleveland.craigslist.org/apa/4955882313.html,$830,j5tx6-4955882313@hous.craigslist.org,4955882313," (North Royalton, OH)",2015-03-30 11:49,/ 1br - 748ft
House off Lakeshore! Must See!,http://cleveland.craigslist.org/apa/4951365007.html,$975,,4951365007," (Euclid, OH 216th)",2015-03-30 11:49,/ 4br - 
===>>**GREAT PRICING! **<<=== See Details,http://cleveland.craigslist.org/apa/4934495425.html,$795,c9qc8-4934495425@hous.craigslist.org,4934495425, (North Royalton),2015-03-30 11:49,/ 1br - 814ft
"***$1,000 FOR KEYS - STUDIO DOWNTOWN ELYRIA***",http://cleveland.craigslist.org/apa/4951659286.html,$500,fdjrz-4951659286@hous.craigslist.org,4951659286, (ELYRIA),2015-03-30 11:50,/ 1br - 
Beautiful 3 Bedroom Colonial near Legacy Village (July 1),http://cleveland.craigslist.org/apa/4952416518.html,$1325,4vztb-4952416518@hous.craigslist.org,4952416518,,2015-03-30 11:50,/ 3br - 
NEW FLOORING AND PAINT IN ONE BEDROOM - DOWNTOWN ELYRIA,http://cleveland.craigslist.org/apa/4927101985.html,$600,m4tsc-4927101985@hous.craigslist.org,4927101985," (ELYRIA, OH)",2015-03-30 11:51,/ 1br - 
Come Fall in Love with the Oliver House!,http://cleveland.craigslist.org/apa/4955844248.html,$853,,4955844248, (Shaker Heights),2015-03-30 11:52,/ 1br - 840ft
House for rent in Reynoldburg,http://cleveland.craigslist.org/apa/4955894232.html,$1250,g9grb-4955894232@hous.craigslist.org,4955894232,,2015-03-30 11:55,/ 3br - 1400ft
Come see you new home at the Oliver House!,http://cleveland.craigslist.org/apa/4955873722.html,$853,mbfp3-4955873722@hous.craigslist.org,4955873722, (Shaker Heights),2015-03-30 11:57,/ 1br - 840ft
BEAUTIFUL ONE BEDROOM BY EVERYTHING!,http://cleveland.craigslist.org/apa/4955908097.html,$850,377mh-4955908097@hous.craigslist.org,4955908097, (Edgewater/Lake Ave),2015-03-30 12:02,/ 1br - 
"Lakewood up/apt building, Utilities included",http://cleveland.craigslist.org/apa/4955859371.html,$475,p6xnw-4955859371@hous.craigslist.org,4955859371,,2015-03-30 12:03,/ 1br - 
Credit repair program. Pay just for confirmed removals.,http://cleveland.craigslist.org/apa/4955722845.html,$853,fmnpk-4955722845@hous.craigslist.org,4955722845, (Cleveland),2015-03-30 12:06,/ 4br - 1357ft
New Price!! 1bdrm Avail Edgewater South Without Balcony,http://cleveland.craigslist.org/apa/4955897414.html,$645,kxt5q-4955897414@hous.craigslist.org,4955897414, (Edgewater South 11843 Edgewater),2015-03-30 12:09,/ 1br - 600ft
"Beautiful Spacious Condo - Near Cleveland Clinic, UH, and CWRU.",http://cleveland.craigslist.org/apa/4948499064.html,$875,x9k3c-4948499064@hous.craigslist.org,4948499064, (Cleveland Heights),2015-03-30 12:09,/ 2br - 
Affordable 3br 2ba with Owner Financing For All Credit Situations,http://cleveland.craigslist.org/apa/4919962592.html,$775,3qxpb-4919962592@hous.craigslist.org,4919962592, (Cleveland),2015-03-30 12:09,/ 3br - 
"2 bedroom apartment, lake county, ohio",http://cleveland.craigslist.org/apa/4955923016.html,$720,jhssz-4955923016@hous.craigslist.org,4955923016, (143 mentor ave),2015-03-30 12:10,/ 2br - 700ft
Beautifully Renovated 2 Bedrooms just minutes from EVERYTHING!,http://cleveland.craigslist.org/apa/4955909454.html,$995,8vpgx-4955909454@hous.craigslist.org,4955909454, (Edgewater/Lake Ave),2015-03-30 12:11,/ 2br - 
"Nice Colonial in a Pet Friendly Neighborhood, Near Local Attractions",http://cleveland.craigslist.org/apa/4946742790.html,$1475,35m2f-4946742790@hous.craigslist.org,4946742790, (Cleveland Hts.),2015-03-30 12:11,/ 3br - 
Westcourt One Bedroom w/ Hardwood Floors *,http://cleveland.craigslist.org/apa/4955900515.html,$740,frckq-4955900515@hous.craigslist.org,4955900515, (12060 Lake Ave.),2015-03-30 12:12,/ 1br - 800ft
Make Solon Club Your New Home! You'll Love It :),http://cleveland.craigslist.org/apa/4947141521.html,$699,6s8cf-4947141521@hous.craigslist.org,4947141521, (26463 Solon Rd),2015-03-30 12:13,/ 1br - 515ft
Beautiful Classic Home Near Shaker Lakes and Shaker Square Attractions,http://cleveland.craigslist.org/apa/4949874302.html,$2275,cxj8b-4949874302@hous.craigslist.org,4949874302, (Shaker Hts),2015-03-30 12:13,/ 5br - 
Pet-Friendly 2BR/2BA Home in North Royalton,http://cleveland.craigslist.org/apa/4955919240.html,$897,dfhnv-4955919240@hous.craigslist.org,4955919240," (North Royalton, OH)",2015-03-30 12:14,/ 2br - 938ft
Unique Short-term Pet Friendly Home located near Case Western and UH,http://cleveland.craigslist.org/apa/4948339542.html,$750,j8qnc-4948339542@hous.craigslist.org,4948339542, (Cleveland Heights),2015-03-30 12:14,/ 2br - 
MOVE IN TODAY TO THIS NICE TWO BEDROOM ON THE LAKE!,http://cleveland.craigslist.org/apa/4955893253.html,$999,ssppg-4955893253@hous.craigslist.org,4955893253," (SHEFFIELD LAKE, AVON, AVON LAKE)",2015-03-30 12:14,/ 2br - 1225ft
9 Properties 1 Stop!!!!,http://cleveland.craigslist.org/apa/4955906186.html,$900,gc83p-4955906186@hous.craigslist.org,4955906186, (Edgewater/Lake Ave),2015-03-30 12:15,/ 2br - 
"Near I-271 and I-480, Playground, Covered Parking Available",http://cleveland.craigslist.org/apa/4955934285.html,$634,adismond@wmapts.com,4955934285," (5999 Bear Creek Drive Bedford Heights, OH 44146)",2015-03-30 12:15,/ 2br - 800ft
singl house 3- bedroom,http://cleveland.craigslist.org/apa/4955896574.html,$825,rfpkn-4955896574@hous.craigslist.org,4955896574, (cleveland west),2015-03-30 12:16,/ 3br - 
Spacious 2bdr suite now at Chelsea!!! Breeze On In!,http://cleveland.craigslist.org/apa/4955921959.html,$925,nbvgr-4955921959@hous.craigslist.org,4955921959, (Edgewater/Lake Ave),2015-03-30 12:16,/ 2br - 
"Unique Short-term Pet Friendly Home located Near Case Western, UH",http://cleveland.craigslist.org/apa/4946804446.html,$750,qzmbc-4946804446@hous.craigslist.org,4946804446, (Cleveland Heights),2015-03-30 12:16,/ 2br - 
Your new apartment home is waiting for you!,http://cleveland.craigslist.org/apa/4955936354.html,$795,xtdxt-4955936354@hous.craigslist.org,4955936354," (Mayfield Hts, Richmond Hts, Beachwood)",2015-03-30 12:16,/ 1br - 612ft
Come Home To Dover Place!,http://cleveland.craigslist.org/apa/4937720961.html,$599,qxvvd-4937720961@hous.craigslist.org,4937720961, (Eastlake),2015-03-30 12:16,/ 1br - 576ft
1 Bdrm Avail New lower Price Belvidere-Newton,http://cleveland.craigslist.org/apa/4955780810.html,$630,2dkkt-4955780810@hous.craigslist.org,4955780810, (Belvidere Newton 12221/12227 Clifton Blv),2015-03-30 12:17,/ 1br - 600ft
READY FOR A BEAUTIFUL SCENIC VIEW? MOVE IN TODAY!,http://cleveland.craigslist.org/apa/4955901382.html,$975,vxwg4-4955901382@hous.craigslist.org,4955901382," (SHEFFIELD LAKE, AVON, AVON LAKE)",2015-03-30 12:19,/ 2br - 1150ft
Nice Family and Pet Friendly Home- Near Case Western and UH,http://cleveland.craigslist.org/apa/4948318040.html,$1075,wrvwz-4948318040@hous.craigslist.org,4948318040, (Cleveland Heights),2015-03-30 12:19,/ 2br - 
Beautiful 3 BR Willoughby Ranch! ava5/1,http://cleveland.craigslist.org/apa/4955915305.html,$1150,g763m-4955915305@hous.craigslist.org,4955915305, (Willoughby),2015-03-30 12:20,/ 3br - 
2 BEDROOM APARTMENT - RENOVATED,http://cleveland.craigslist.org/apa/4955946789.html,$930,tsxw3-4955946789@hous.craigslist.org,4955946789, (SHAKER HEIGHTS),2015-03-30 12:21,/ 2br - 1100ft
PINECREST OFFERS REMODELED 1 & 2 BDRM SUITES FOR RENT!,http://cleveland.craigslist.org/apa/4955935112.html,$575,timberspinecrest@gmail.com,4955935112, (Broadview Heights),2015-03-30 12:21,/ 1br - 650ft
Bedroom For Rent,http://cleveland.craigslist.org/apa/4911258239.html,$650,7fkjt-4911258239@hous.craigslist.org,4911258239, (Parma heights),2015-03-30 12:22,/ 1br - 
TIMBERS OFFERS REMODELED 2 BDRM SUITES AVAILABLE FOR RENT!,http://cleveland.craigslist.org/apa/4955937449.html,$775,timberspinecrest@gmail.com,4955937449, (broadview heights),2015-03-30 12:23,/ 2br - 1000ft
Gem on historical Clifton Blvd,http://cleveland.craigslist.org/apa/4955974330.html,$750,pxnjt-4955974330@hous.craigslist.org,4955974330, (Lakewood by 117th),2015-03-30 12:35,/ 2br - 
VALLEY FORGE VILLAS OFFERS REMODELED 1 & 2 BDRM SUITES FOR RENT!,http://cleveland.craigslist.org/apa/4955939137.html,$575,timberspinecrest@gmail.com,4955939137, (parma heights),2015-03-30 12:36,/ 1br - 500ft
2 Bdrm Coming Avail Oak Tree Manor Newly Remodeled Suite!!!!,http://cleveland.craigslist.org/apa/4955901752.html,$610,qnqns-4955901752@hous.craigslist.org,4955901752, (Oak Tree Manor 1327 Bonnievew Dr),2015-03-30 12:37,/ 2br - 700ft
1 BEDROOM APARTMENT - RENOVATED,http://cleveland.craigslist.org/apa/4955979617.html,$780,xvkqz-4955979617@hous.craigslist.org,4955979617, (SHAKER HEIGHTS),2015-03-30 12:38,/ 1br - 900ft
VILLAVIEW-2BEDROOM HEATED 3RD SHOWING APRIL 5TH@1PM,http://cleveland.craigslist.org/apa/4952917558.html,$650,carlton3234@att.net,4952917558, (cleveland),2015-03-30 12:39,/ 2br - 
2 Bdrm Coming Avail-Highland Place,http://cleveland.craigslist.org/apa/4955903472.html,$610,phdpn-4955903472@hous.craigslist.org,4955903472, (Highland Place 1496 W. 117th),2015-03-30 12:41,/ 2br - 700ft
!!Apply Today Before Rents Increase April 1st!!,http://cleveland.craigslist.org/apa/4955965409.html,$530,,4955965409,,2015-03-30 12:43,/ 1br - 523ft
212 14th,http://cleveland.craigslist.org/apa/4927695601.html,$475,48qtw-4927695601@hous.craigslist.org,4927695601, (elyria),2015-03-30 12:45,/ 2br - 1200ft
